number,name,type1,type2,total,hp,attack,defense,sp_atk,sp_def,speed,generation,is_legendary,stat_tier,type1_encoded,has_second_type,hp_scaled,attack_scaled,defense_scaled,sp_atk_scaled,sp_def_scaled,speed_scaled,total_scaled
479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,0,Average,3,1,0.19291338582677164,0.24324324324324326,0.2938775510204082,0.4619565217391304,0.24782608695652175,0.441025641025641,0.2789473684210526
479,Rotom,Electric,Fire,520,50,65,107,105,107,86,4,0,Strong,3,1,0.19291338582677164,0.32432432432432434,0.4163265306122449,0.5163043478260869,0.3782608695652174,0.41538461538461535,0.3631578947368421
479,Rotom,Electric,Water,520,50,65,107,105,107,86,4,0,Strong,3,1,0.19291338582677164,0.32432432432432434,0.4163265306122449,0.5163043478260869,0.3782608695652174,0.41538461538461535,0.3631578947368421
479,Rotom,Electric,Ice,520,50,65,107,105,107,86,4,0,Strong,3,1,0.19291338582677164,0.32432432432432434,0.4163265306122449,0.5163043478260869,0.3782608695652174,0.41538461538461535,0.3631578947368421
479,Rotom,Electric,Flying,520,50,65,107,105,107,86,4,0,Strong,3,1,0.19291338582677164,0.32432432432432434,0.4163265306122449,0.5163043478260869,0.3782608695652174,0.41538461538461535,0.3631578947368421
479,Rotom,Electric,Grass,520,50,65,107,105,107,86,4,0,Strong,3,1,0.19291338582677164,0.32432432432432434,0.4163265306122449,0.5163043478260869,0.3782608695652174,0.41538461538461535,0.3631578947368421
480,Uxie,Psychic,None,580,75,75,130,75,130,95,4,1,Strong,14,0,0.29133858267716534,0.3783783783783784,0.5102040816326531,0.35326086956521735,0.47826086956521735,0.4615384615384615,0.4263157894736842
481,Mesprit,Psychic,None,580,80,105,105,105,105,80,4,1,Strong,14,0,0.3110236220472441,0.5405405405405406,0.40816326530612246,0.5163043478260869,0.3695652173913044,0.3846153846153846,0.4263157894736842
482,Azelf,Psychic,None,580,75,125,70,125,70,115,4,1,Strong,14,0,0.29133858267716534,0.6486486486486487,0.2653061224489796,0.625,0.2173913043478261,0.5641025641025641,0.4263157894736842
483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,1,Uber,16,1,0.38976377952755903,0.6216216216216217,0.46938775510204084,0.7608695652173912,0.34782608695652173,0.4358974358974359,0.531578947368421
483,Dialga,Steel,Dragon,680,100,100,120,150,120,90,4,1,Uber,16,1,0.38976377952755903,0.5135135135135136,0.46938775510204084,0.7608695652173912,0.43478260869565216,0.4358974358974359,0.531578947368421
484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,1,Uber,17,1,0.35039370078740156,0.6216216216216217,0.3877551020408163,0.7608695652173912,0.43478260869565216,0.4871794871794871,0.531578947368421
484,Palkia,Water,Dragon,680,90,100,100,150,120,120,4,1,Uber,17,1,0.35039370078740156,0.5135135135135136,0.3877551020408163,0.7608695652173912,0.43478260869565216,0.5897435897435898,0.531578947368421
485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,1,Uber,6,1,0.3543307086614173,0.4594594594594595,0.4122448979591837,0.6521739130434783,0.3739130434782609,0.3692307692307692,0.4473684210526315
486,Regigigas,Normal,None,670,110,160,110,80,110,100,4,1,Uber,12,0,0.42913385826771655,0.8378378378378379,0.4285714285714286,0.3804347826086956,0.391304347826087,0.4871794871794871,0.5210526315789473
487,Giratina,Ghost,Dragon,680,150,100,120,100,120,90,4,1,Uber,8,1,0.5866141732283464,0.5135135135135136,0.46938775510204084,0.48913043478260865,0.43478260869565216,0.4358974358974359,0.531578947368421
487,Giratina,Ghost,Dragon,680,150,120,100,120,100,90,4,1,Uber,8,1,0.5866141732283464,0.6216216216216217,0.3877551020408163,0.5978260869565217,0.34782608695652173,0.4358974358974359,0.531578947368421
488,Cresselia,Psychic,None,580,120,70,110,75,120,85,4,1,Strong,14,0,0.468503937007874,0.35135135135135137,0.4285714285714286,0.35326086956521735,0.43478260869565216,0.41025641025641024,0.4263157894736842
489,Phione,Water,None,480,80,80,80,80,80,80,4,1,Average,17,0,0.3110236220472441,0.40540540540540543,0.30612244897959184,0.3804347826086956,0.2608695652173913,0.3846153846153846,0.32105263157894737
490,Manaphy,Water,None,600,100,100,100,100,100,100,4,1,Uber,17,0,0.38976377952755903,0.5135135135135136,0.3877551020408163,0.48913043478260865,0.34782608695652173,0.4871794871794871,0.4473684210526315
491,Darkrai,Dark,None,600,70,90,90,135,90,125,4,1,Uber,1,0,0.27165354330708663,0.4594594594594595,0.3469387755102041,0.6793478260869564,0.30434782608695654,0.6153846153846154,0.4473684210526315
492,Shaymin,Grass,None,600,100,100,100,100,100,100,4,1,Uber,9,0,0.38976377952755903,0.5135135135135136,0.3877551020408163,0.48913043478260865,0.34782608695652173,0.4871794871794871,0.4473684210526315
492,Shaymin,Grass,Flying,600,100,103,75,120,75,127,4,1,Uber,9,1,0.38976377952755903,0.5297297297297299,0.2857142857142857,0.5978260869565217,0.2391304347826087,0.6256410256410256,0.4473684210526315
493,Arceus,Normal,None,720,120,120,120,120,120,120,4,1,Uber,12,0,0.468503937007874,0.6216216216216217,0.46938775510204084,0.5978260869565217,0.43478260869565216,0.5897435897435898,0.5736842105263158
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,0,Uber,14,1,0.38976377952755903,0.5135135135135136,0.3877551020408163,0.48913043478260865,0.34782608695652173,0.4871794871794871,0.4473684210526315
495,Snivy,Grass,None,308,45,45,55,45,55,63,5,0,Weak,9,0,0.1732283464566929,0.21621621621621623,0.20408163265306126,0.19021739130434784,0.15217391304347827,0.29743589743589743,0.13999999999999999
496,Servine,Grass,None,413,60,60,75,60,75,83,5,0,Average,9,0,0.23228346456692914,0.2972972972972973,0.2857142857142857,0.2717391304347826,0.2391304347826087,0.39999999999999997,0.2505263157894737
497,Serperior,Grass,None,528,75,75,95,75,95,113,5,0,Strong,9,0,0.29133858267716534,0.3783783783783784,0.3673469387755102,0.35326086956521735,0.32608695652173914,0.5538461538461539,0.371578947368421
498,Tepig,Fire,None,308,65,63,45,45,45,45,5,0,Weak,6,0,0.25196850393700787,0.31351351351351353,0.163265306122449,0.19021739130434784,0.10869565217391305,0.20512820512820515,0.13999999999999999
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,0,Average,6,1,0.35039370078740156,0.47567567567567565,0.20408163265306126,0.3260869565217391,0.15217391304347827,0.2564102564102564,0.25578947368421057
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,0,Strong,6,1,0.42913385826771655,0.637837837837838,0.2448979591836735,0.48913043478260865,0.19565217391304346,0.30769230769230765,0.371578947368421
501,Oshawott,Water,None,308,55,55,45,63,45,45,5,0,Weak,17,0,0.2125984251968504,0.2702702702702703,0.163265306122449,0.2880434782608695,0.10869565217391305,0.20512820512820515,0.13999999999999999
502,Dewott,Water,None,413,75,75,60,83,60,60,5,0,Average,17,0,0.29133858267716534,0.3783783783783784,0.22448979591836737,0.3967391304347826,0.17391304347826086,0.28205128205128205,0.2505263157894737
503,Samurott,Water,None,528,95,100,85,108,70,70,5,0,Strong,17,0,0.3700787401574803,0.5135135135135136,0.326530612244898,0.5326086956521738,0.2173913043478261,0.3333333333333333,0.371578947368421
503,Samurott,Water,Dark,528,90,108,80,100,65,85,5,0,Strong,17,1,0.35039370078740156,0.5567567567567568,0.30612244897959184,0.48913043478260865,0.19565217391304346,0.41025641025641024,0.371578947368421
504,Patrat,Normal,None,255,45,55,39,35,39,42,5,0,Very Weak,12,0,0.1732283464566929,0.2702702702702703,0.13877551020408166,0.1358695652173913,0.08260869565217391,0.18974358974358976,0.08421052631578949
505,Watchog,Normal,None,420,60,85,69,60,69,77,5,0,Average,12,0,0.23228346456692914,0.43243243243243246,0.2612244897959184,0.2717391304347826,0.21304347826086956,0.3692307692307692,0.2578947368421053
506,Lillipup,Normal,None,275,45,60,45,25,45,55,5,0,Very Weak,12,0,0.1732283464566929,0.2972972972972973,0.163265306122449,0.08152173913043478,0.10869565217391305,0.2564102564102564,0.10526315789473686
507,Herdier,Normal,None,370,65,80,65,35,65,60,5,0,Weak,12,0,0.25196850393700787,0.40540540540540543,0.2448979591836735,0.1358695652173913,0.19565217391304346,0.28205128205128205,0.20526315789473684
508,Stoutland,Normal,None,500,85,110,90,45,90,80,5,0,Strong,12,0,0.33070866141732286,0.5675675675675675,0.3469387755102041,0.19021739130434784,0.30434782608695654,0.3846153846153846,0.3421052631578947
509,Purrloin,Dark,None,281,41,50,37,50,37,66,5,0,Very Weak,1,0,0.15748031496062992,0.24324324324324326,0.1306122448979592,0.21739130434782608,0.07391304347826089,0.3128205128205128,0.11157894736842108
510,Liepard,Dark,None,446,64,88,50,88,50,106,5,0,Average,1,0,0.24803149606299213,0.4486486486486487,0.1836734693877551,0.42391304347826086,0.13043478260869565,0.5179487179487179,0.2852631578947369
511,Pansage,Grass,None,316,50,53,48,53,48,64,5,0,Weak,9,0,0.19291338582677164,0.2594594594594595,0.17551020408163268,0.23369565217391305,0.12173913043478263,0.30256410256410254,0.14842105263157893
512,Simisage,Grass,None,498,75,98,63,98,63,101,5,0,Average,9,0,0.29133858267716534,0.5027027027027027,0.23673469387755106,0.4782608695652174,0.18695652173913047,0.49230769230769234,0.33999999999999997
513,Pansear,Fire,None,316,50,53,48,53,48,64,5,0,Weak,6,0,0.19291338582677164,0.2594594594594595,0.17551020408163268,0.23369565217391305,0.12173913043478263,0.30256410256410254,0.14842105263157893
514,Simisear,Fire,None,498,75,98,63,98,63,101,5,0,Average,6,0,0.29133858267716534,0.5027027027027027,0.23673469387755106,0.4782608695652174,0.18695652173913047,0.49230769230769234,0.33999999999999997
515,Panpour,Water,None,316,50,53,48,53,48,64,5,0,Weak,17,0,0.19291338582677164,0.2594594594594595,0.17551020408163268,0.23369565217391305,0.12173913043478263,0.30256410256410254,0.14842105263157893
516,Simipour,Water,None,498,75,98,63,98,63,101,5,0,Average,17,0,0.29133858267716534,0.5027027027027027,0.23673469387755106,0.4782608695652174,0.18695652173913047,0.49230769230769234,0.33999999999999997
517,Munna,Psychic,None,292,76,25,45,67,55,24,5,0,Very Weak,14,0,0.29527559055118113,0.10810810810810811,0.163265306122449,0.30978260869565216,0.15217391304347827,0.09743589743589745,0.1231578947368421
518,Musharna,Psychic,None,487,116,55,85,107,95,29,5,0,Average,14,0,0.452755905511811,0.2702702702702703,0.326530612244898,0.5271739130434783,0.32608695652173914,0.12307692307692308,0.32842105263157895
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,0,Very Weak,12,1,0.19291338582677164,0.2702702702702703,0.1836734693877551,0.14130434782608695,0.043478260869565216,0.19487179487179487,0.09368421052631579
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,0,Weak,12,1,0.24015748031496065,0.3891891891891892,0.23265306122448984,0.21739130434782608,0.09565217391304348,0.30769230769230765,0.1926315789473684
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,0,Average,12,1,0.3110236220472441,0.5945945945945947,0.30612244897959184,0.29891304347826086,0.15217391304347827,0.4512820512820513,0.32947368421052625
522,Blitzle,Electric,None,295,45,60,32,50,32,76,5,0,Very Weak,3,0,0.1732283464566929,0.2972972972972973,0.11020408163265308,0.21739130434782608,0.052173913043478265,0.3641025641025641,0.1263157894736842
523,Zebstrika,Electric,None,497,75,100,63,80,63,116,5,0,Average,3,0,0.29133858267716534,0.5135135135135136,0.23673469387755106,0.3804347826086956,0.18695652173913047,0.5692307692307692,0.33894736842105255
524,Roggenrola,Rock,None,280,55,75,85,25,25,15,5,0,Very Weak,15,0,0.2125984251968504,0.3783783783783784,0.326530612244898,0.08152173913043478,0.021739130434782608,0.05128205128205129,0.11052631578947367
525,Boldore,Rock,None,390,70,105,105,50,40,20,5,0,Weak,15,0,0.27165354330708663,0.5405405405405406,0.40816326530612246,0.21739130434782608,0.08695652173913043,0.07692307692307693,0.22631578947368422
526,Gigalith,Rock,None,515,85,135,130,60,80,25,5,0,Strong,15,0,0.33070866141732286,0.7027027027027029,0.5102040816326531,0.2717391304347826,0.2608695652173913,0.10256410256410256,0.35789473684210527
527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,5,0,Weak,14,1,0.25196850393700787,0.21621621621621623,0.15510204081632656,0.24456521739130435,0.1,0.3435897435897436,0.1557894736842105
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,0,Average,14,1,0.25984251968503935,0.2810810810810811,0.20408163265306126,0.36413043478260865,0.15217391304347827,0.558974358974359,0.26315789473684215
529,Drilbur,Ground,None,328,60,85,40,30,45,68,5,0,Weak,10,0,0.23228346456692914,0.43243243243243246,0.14285714285714288,0.10869565217391305,0.10869565217391305,0.32307692307692304,0.16105263157894736
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,0,Strong,10,1,0.42913385826771655,0.7027027027027029,0.22448979591836737,0.21739130434782608,0.19565217391304346,0.4256410256410256,0.3505263157894737
531,Audino,Normal,None,445,103,60,86,60,86,50,5,0,Average,12,0,0.4015748031496063,0.2972972972972973,0.3306122448979592,0.2717391304347826,0.28695652173913044,0.23076923076923075,0.28421052631578947
531,Audino,Normal,Fairy,545,103,60,126,80,126,50,5,0,Strong,12,1,0.4015748031496063,0.2972972972972973,0.4938775510204082,0.3804347826086956,0.46086956521739136,0.23076923076923075,0.3894736842105263
532,Timburr,Fighting,None,305,75,80,55,25,35,35,5,0,Weak,5,0,0.29133858267716534,0.40540540540540543,0.20408163265306126,0.08152173913043478,0.06521739130434784,0.15384615384615385,0.1368421052631579
533,Gurdurr,Fighting,None,405,85,105,85,40,50,40,5,0,Average,5,0,0.33070866141732286,0.5405405405405406,0.326530612244898,0.16304347826086957,0.13043478260869565,0.1794871794871795,0.24210526315789474
534,Conkeldurr,Fighting,None,505,105,140,95,55,65,45,5,0,Strong,5,0,0.4094488188976378,0.7297297297297298,0.3673469387755102,0.24456521739130435,0.19565217391304346,0.20512820512820515,0.34736842105263155
535,Tympole,Water,None,294,50,50,40,50,40,64,5,0,Very Weak,17,0,0.19291338582677164,0.24324324324324326,0.14285714285714288,0.21739130434782608,0.08695652173913043,0.30256410256410254,0.12526315789473683
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,0,Weak,17,1,0.29133858267716534,0.32432432432432434,0.20408163265306126,0.29891304347826086,0.15217391304347827,0.3282051282051282,0.22
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,0,Strong,17,1,0.4094488188976378,0.48648648648648657,0.2857142857142857,0.4076086956521739,0.2391304347826087,0.3538461538461538,0.351578947368421
538,Throh,Fighting,None,465,120,100,85,30,85,45,5,0,Average,5,0,0.468503937007874,0.5135135135135136,0.326530612244898,0.10869565217391305,0.28260869565217395,0.20512820512820515,0.3052631578947368
539,Sawk,Fighting,None,465,75,125,75,30,75,85,5,0,Average,5,0,0.29133858267716534,0.6486486486486487,0.2857142857142857,0.10869565217391305,0.2391304347826087,0.41025641025641024,0.3052631578947368
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,0,Weak,0,1,0.1732283464566929,0.2594594594594595,0.2653061224489796,0.16304347826086957,0.17391304347826086,0.18974358974358976,0.14210526315789476
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,0,Weak,0,1,0.2125984251968504,0.31351351351351353,0.3469387755102041,0.21739130434782608,0.2608695652173913,0.18974358974358976,0.2157894736842105
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,0,Strong,0,1,0.29133858267716534,0.5297297297297299,0.30612244897959184,0.3260869565217391,0.2608695652173913,0.4461538461538461,0.3421052631578947
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,0,Very Weak,0,1,0.11417322834645668,0.21621621621621623,0.22040816326530616,0.10869565217391305,0.08260869565217391,0.26666666666666666,0.08947368421052634
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,0,Weak,0,1,0.15354330708661418,0.2702702702702703,0.3836734693877551,0.16304347826086957,0.2565217391304348,0.2153846153846154,0.19473684210526318
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,0,Average,0,1,0.23228346456692914,0.5135135135135136,0.34285714285714286,0.24456521739130435,0.21304347826086956,0.5487179487179487,0.3263157894736842
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,0,Very Weak,9,1,0.15354330708661418,0.11891891891891893,0.22448979591836737,0.14673913043478262,0.13043478260869565,0.3128205128205128,0.11052631578947367
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,0,Average,9,1,0.23228346456692914,0.33513513513513515,0.326530612244898,0.36413043478260865,0.2391304347826087,0.5692307692307692,0.32105263157894737
548,Petilil,Grass,None,280,45,35,50,70,50,30,5,0,Very Weak,9,0,0.1732283464566929,0.16216216216216217,0.1836734693877551,0.3260869565217391,0.13043478260869565,0.12820512820512822,0.11052631578947367
549,Lilligant,Grass,None,480,70,60,75,110,75,90,5,0,Average,9,0,0.27165354330708663,0.2972972972972973,0.2857142857142857,0.5434782608695652,0.2391304347826087,0.4358974358974359,0.32105263157894737
549,Lilligant,Grass,Fighting,480,70,105,75,50,75,105,5,0,Average,9,1,0.27165354330708663,0.5405405405405406,0.2857142857142857,0.21739130434782608,0.2391304347826087,0.5128205128205128,0.32105263157894737
550,Basculin,Water,None,460,70,92,65,80,55,98,5,0,Average,17,0,0.27165354330708663,0.4702702702702703,0.2448979591836735,0.3804347826086956,0.15217391304347827,0.4769230769230769,0.30000000000000004
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,0,Very Weak,10,1,0.19291338582677164,0.3621621621621622,0.12244897959183676,0.1358695652173913,0.06521739130434784,0.30769230769230765,0.1231578947368421
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,0,Weak,10,1,0.23228346456692914,0.41621621621621624,0.163265306122449,0.19021739130434784,0.10869565217391305,0.3538461538461538,0.18526315789473682
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,0,Strong,10,1,0.3700787401574803,0.6054054054054054,0.30612244897959184,0.29891304347826086,0.2173913043478261,0.4461538461538461,0.3621052631578947
554,Darumaka,Fire,None,315,70,90,45,15,45,50,5,0,Weak,6,0,0.27165354330708663,0.4594594594594595,0.163265306122449,0.027173913043478264,0.10869565217391305,0.23076923076923075,0.14736842105263157
554,Darumaka,Ice,None,315,70,90,45,15,45,50,5,0,Weak,11,0,0.27165354330708663,0.4594594594594595,0.163265306122449,0.027173913043478264,0.10869565217391305,0.23076923076923075,0.14736842105263157
555,Darmanitan,Fire,None,480,105,140,55,30,55,95,5,0,Average,6,0,0.4094488188976378,0.7297297297297298,0.20408163265306126,0.10869565217391305,0.15217391304347827,0.4615384615384615,0.32105263157894737
555,Darmanitan,Fire,Psychic,540,105,30,105,140,105,55,5,0,Strong,6,1,0.4094488188976378,0.13513513513513514,0.40816326530612246,0.7065217391304347,0.3695652173913044,0.2564102564102564,0.38421052631578945
555,Darmanitan,Ice,None,480,105,140,55,30,55,95,5,0,Average,11,0,0.4094488188976378,0.7297297297297298,0.20408163265306126,0.10869565217391305,0.15217391304347827,0.4615384615384615,0.32105263157894737
555,Darmanitan,Ice,Fire,540,105,160,55,30,55,135,5,0,Strong,11,1,0.4094488188976378,0.8378378378378379,0.20408163265306126,0.10869565217391305,0.15217391304347827,0.6666666666666666,0.38421052631578945
556,Maractus,Grass,None,461,75,86,67,106,67,60,5,0,Average,9,0,0.29133858267716534,0.43783783783783786,0.2530612244897959,0.5217391304347826,0.2043478260869565,0.28205128205128205,0.30105263157894735
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,0,Weak,0,1,0.19291338582677164,0.32432432432432434,0.326530612244898,0.1358695652173913,0.06521739130434784,0.2564102564102564,0.15789473684210528
558,Crustle,Bug,Rock,485,70,105,125,65,75,45,5,0,Average,0,1,0.27165354330708663,0.5405405405405406,0.4897959183673469,0.29891304347826086,0.2391304347826087,0.20512820512820515,0.3263157894736842
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,0,Weak,1,1,0.19291338582677164,0.3783783783783784,0.2653061224489796,0.1358695652173913,0.2173913043478261,0.22051282051282053,0.18210526315789474
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,0,Average,1,1,0.25196850393700787,0.4594594594594595,0.4489795918367347,0.19021739130434784,0.41304347826086957,0.2717948717948718,0.32947368421052625
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,0,Average,14,1,0.2795275590551181,0.2864864864864865,0.30612244897959184,0.5054347826086956,0.2608695652173913,0.4717948717948718,0.331578947368421
562,Yamask,Ghost,None,303,38,30,85,55,65,30,5,0,Weak,8,0,0.1456692913385827,0.13513513513513514,0.326530612244898,0.24456521739130435,0.19565217391304346,0.12820512820512822,0.13473684210526318
562,Yamask,Ground,Ghost,303,38,55,85,30,65,30,5,0,Weak,10,1,0.1456692913385827,0.2702702702702703,0.326530612244898,0.10869565217391305,0.19565217391304346,0.12820512820512822,0.13473684210526318
563,Cofagrigus,Ghost,None,483,58,50,145,95,105,30,5,0,Average,8,0,0.22440944881889763,0.24324324324324326,0.5714285714285715,0.4619565217391304,0.3695652173913044,0.12820512820512822,0.3242105263157894
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,0,Weak,17,1,0.20866141732283466,0.3945945945945946,0.4,0.23369565217391305,0.10869565217391305,0.08717948717948718,0.18947368421052632
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,0,Average,17,1,0.2874015748031496,0.5567567567567568,0.5224489795918368,0.3967391304347826,0.19565217391304346,0.13846153846153847,0.33684210526315783
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,0,Average,15,1,0.2125984251968504,0.5783783783783785,0.163265306122449,0.34782608695652173,0.10869565217391305,0.3333333333333333,0.23789473684210524
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,0,Strong,15,1,0.29133858267716534,0.7297297297297298,0.2448979591836735,0.5543478260869565,0.19565217391304346,0.5384615384615384,0.41263157894736835
568,Trubbish,Poison,None,329,50,50,62,40,62,65,5,0,Weak,13,0,0.19291338582677164,0.24324324324324326,0.23265306122448984,0.16304347826086957,0.1826086956521739,0.30769230769230765,0.16210526315789472
569,Garbodor,Poison,None,474,80,95,82,60,82,75,5,0,Average,13,0,0.3110236220472441,0.48648648648648657,0.3142857142857143,0.2717391304347826,0.26956521739130435,0.358974358974359,0.3147368421052632
570,Zorua,Dark,None,330,40,65,40,80,40,65,5,0,Weak,1,0,0.15354330708661418,0.32432432432432434,0.14285714285714288,0.3804347826086956,0.08695652173913043,0.30769230769230765,0.16315789473684209
570,Zorua,Normal,Ghost,330,35,60,40,85,40,70,5,0,Weak,12,1,0.13385826771653545,0.2972972972972973,0.14285714285714288,0.4076086956521739,0.08695652173913043,0.3333333333333333,0.16315789473684209
571,Zoroark,Dark,None,510,60,105,60,120,60,105,5,0,Strong,1,0,0.23228346456692914,0.5405405405405406,0.22448979591836737,0.5978260869565217,0.17391304347826086,0.5128205128205128,0.3526315789473684
571,Zoroark,Normal,Ghost,510,55,100,60,125,60,110,5,0,Strong,12,1,0.2125984251968504,0.5135135135135136,0.22448979591836737,0.625,0.17391304347826086,0.5384615384615384,0.3526315789473684
572,Minccino,Normal,None,300,55,50,40,40,40,75,5,0,Weak,12,0,0.2125984251968504,0.24324324324324326,0.14285714285714288,0.16304347826086957,0.08695652173913043,0.358974358974359,0.13157894736842105
573,Cinccino,Normal,None,470,75,95,60,65,60,115,5,0,Average,12,0,0.29133858267716534,0.48648648648648657,0.22448979591836737,0.29891304347826086,0.17391304347826086,0.5641025641025641,0.31052631578947365
574,Gothita,Psychic,None,290,45,30,50,55,65,45,5,0,Very Weak,14,0,0.1732283464566929,0.13513513513513514,0.1836734693877551,0.24456521739130435,0.19565217391304346,0.20512820512820515,0.12105263157894738
575,Gothorita,Psychic,None,390,60,45,70,75,85,55,5,0,Weak,14,0,0.23228346456692914,0.21621621621621623,0.2653061224489796,0.35326086956521735,0.28260869565217395,0.2564102564102564,0.22631578947368422
576,Gothitelle,Psychic,None,490,70,55,95,95,110,65,5,0,Average,14,0,0.27165354330708663,0.2702702702702703,0.3673469387755102,0.4619565217391304,0.391304347826087,0.30769230769230765,0.331578947368421
577,Solosis,Psychic,None,290,45,30,40,105,50,20,5,0,Very Weak,14,0,0.1732283464566929,0.13513513513513514,0.14285714285714288,0.5163043478260869,0.13043478260869565,0.07692307692307693,0.12105263157894738
578,Duosion,Psychic,None,370,65,40,50,125,60,30,5,0,Weak,14,0,0.25196850393700787,0.1891891891891892,0.1836734693877551,0.625,0.17391304347826086,0.12820512820512822,0.20526315789473684
579,Reuniclus,Psychic,None,490,110,65,75,125,85,30,5,0,Average,14,0,0.42913385826771655,0.32432432432432434,0.2857142857142857,0.625,0.28260869565217395,0.12820512820512822,0.331578947368421
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,0,Weak,17,1,0.24015748031496065,0.21081081081081082,0.1836734693877551,0.1847826086956522,0.13043478260869565,0.2564102564102564,0.1368421052631579
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,0,Average,17,1,0.29133858267716534,0.44324324324324327,0.23673469387755106,0.4184782608695652,0.18695652173913047,0.4769230769230769,0.3136842105263158
582,Vanillite,Ice,None,305,36,50,50,65,60,44,5,0,Weak,11,0,0.1377952755905512,0.24324324324324326,0.1836734693877551,0.29891304347826086,0.17391304347826086,0.2,0.1368421052631579
583,Vanillish,Ice,None,395,51,65,65,80,75,59,5,0,Weak,11,0,0.1968503937007874,0.32432432432432434,0.2448979591836735,0.3804347826086956,0.2391304347826087,0.2769230769230769,0.23157894736842108
584,Vanilluxe,Ice,None,535,71,95,85,110,95,79,5,0,Strong,11,0,0.2755905511811024,0.48648648648648657,0.326530612244898,0.5434782608695652,0.32608695652173914,0.37948717948717947,0.3789473684210526
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,0,Weak,12,1,0.23228346456692914,0.2972972972972973,0.1836734693877551,0.16304347826086957,0.13043478260869565,0.358974358974359,0.16842105263157894
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,0,Average,12,1,0.3110236220472441,0.5135135135135136,0.2653061224489796,0.2717391304347826,0.2173913043478261,0.4615384615384615,0.3157894736842105
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,0,Average,3,1,0.2125984251968504,0.3783783783783784,0.22448979591836737,0.35326086956521735,0.17391304347826086,0.5025641025641026,0.2663157894736842
588,Karrablast,Bug,None,315,50,75,45,40,45,60,5,0,Weak,0,0,0.19291338582677164,0.3783783783783784,0.163265306122449,0.16304347826086957,0.10869565217391305,0.28205128205128205,0.14736842105263157
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,0,Average,0,1,0.27165354330708663,0.7027027027027029,0.40816326530612246,0.2717391304347826,0.3695652173913044,0.07692307692307693,0.33684210526315783
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,0,Very Weak,9,1,0.2677165354330709,0.2702702702702703,0.163265306122449,0.24456521739130435,0.15217391304347827,0.05128205128205129,0.12526315789473683
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,0,Average,9,1,0.4448818897637795,0.43243243243243246,0.2653061224489796,0.4076086956521739,0.2608695652173913,0.12820512820512822,0.3042105263157895
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,0,Weak,17,1,0.2125984251968504,0.1891891891891892,0.1836734693877551,0.29891304347826086,0.28260869565217395,0.1794871794871795,0.16842105263157894
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,0,Average,17,1,0.38976377952755903,0.2972972972972973,0.2653061224489796,0.4076086956521739,0.3695652173913044,0.28205128205128205,0.32105263157894737
